channel_name,channel_url,date_joined,description,location,related_links,subscribers,total_views
Breaking Points,https://www.youtube.com/c/breakingpoints,,Breaking Points with Krystal and Saagar is a fearless anti-establishment Youtube show and podcast. ,États-Unis,,,
